TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2010,11,18,17,30,20XX NELSON ST,West End,489626.03126,5459918.90252
Theft of Bicycle,2010,8,24,18,0,40XX CAMBIE ST,South Cambie,491598.25629399996,5455174.036719999
Theft of Bicycle,2010,7,27,16,30,W 7TH AVE / YUKON ST,Mount Pleasant,491789.38700600003,5456900.44692
Theft of Bicycle,2010,9,18,0,0,9XX MAINLAND ST,Central Business District,491438.865886,5458327.54895
Theft of Bicycle,2010,5,8,12,30,9XX BEATTY ST,Central Business District,491546.354109,5458164.09179
Theft of Bicycle,2010,5,17,19,55,33XX KINGSWAY AVE,Renfrew-Collingwood,497390.472625,5453477.3077300005
Theft of Bicycle,2010,10,19,0,51,KEEFER ST / MAIN ST,Strathcona,492745.83765600005,5458530.06553
Theft of Bicycle,2010,8,14,0,0,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
Theft of Bicycle,2010,3,18,8,0,HEATHER ST / W 12TH AVE,Fairview,491273.38290200004,5456421.70695
Theft of Bicycle,2010,10,3,21,0,8XX GRIFFITHS WAY,Central Business District,492028.40256300004,5458301.65959
Theft of Bicycle,2010,4,10,3,0,33XX OAK ST,South Cambie,490744.33561099996,5455926.65811
Theft of Bicycle,2010,10,25,17,0,12XX W CORDOVA ST,Central Business District,491003.716449,5459691.52887
Theft of Bicycle,2010,8,16,20,0,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
Theft of Bicycle,2010,4,13,10,0,40XX W 18TH AVE,Dunbar-Southlands,485713.00859399996,5455995.9196
Theft of Bicycle,2010,4,12,18,0,CAMBIE ST / W 7TH AVE,Fairview,491643.105684,5456918.36555
Theft of Bicycle,2010,2,2,17,30,9XX BEATTY ST,Central Business District,491562.892734,5458167.620180001
Theft of Bicycle,2010,12,27,1,0,20XX PENDRELL ST,West End,489505.02902899997,5459742.89801
Theft of Bicycle,2010,6,8,21,30,8XX GRIFFITHS WAY,Central Business District,492028.40256300004,5458301.65959
Theft of Bicycle,2010,4,10,19,15,8XX GRIFFITHS WAY,Central Business District,492028.40256300004,5458301.65959
Theft of Bicycle,2010,4,10,19,0,8XX GRIFFITHS WAY,Central Business District,492028.40256300004,5458301.65959
Theft of Bicycle,2010,10,27,21,30,39XX W 19TH AVE,Dunbar-Southlands,486012.87483199994,5455891.75403
Theft of Bicycle,2010,5,24,18,30,40XX W 19TH AVE,Dunbar-Southlands,485776.42540500005,5455885.18453
Theft of Bicycle,2010,4,19,15,45,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.49831899995,5456826.61384
Theft of Bicycle,2010,9,24,16,0,20XX NELSON ST,West End,489695.06521499995,5459849.8054599995
Theft of Bicycle,2010,8,11,7,20,HARWOOD ST / THURLOW ST,West End,490302.840535,5458478.15692
Theft of Bicycle,2010,11,16,18,0,26XX LARCH ST,Kitsilano,488181.146293,5456614.05623
Theft of Bicycle,2010,8,15,17,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,8,17,17,0,12XX SEYMOUR ST,Central Business District,490827.88216899993,5458141.09225
Theft of Bicycle,2010,9,1,0,0,14XX PENNYFARTHING DR,Fairview,489734.693776,5457789.7878
Theft of Bicycle,2010,6,7,10,0,BURRARD ST / NELSON ST,West End,490833.27873599995,5458723.26833
Theft of Bicycle,2010,8,3,8,0,BURRARD ST / W PENDER ST,Central Business District,491426.87669899996,5459318.3761599995
Theft of Bicycle,2010,8,20,18,30,CAMBIE ST / WATER ST,Central Business District,492085.822063,5459067.74242
Theft of Bicycle,2010,12,31,16,0,15XX MARINER WALK,Fairview,489834.64807700005,5457525.88876
Theft of Bicycle,2010,1,26,0,0,9XX RICHARDS ST,Central Business District,491206.52514700004,5458385.54025
Theft of Bicycle,2010,3,13,0,0,3X SMITHE ST,Central Business District,491810.03295600007,5457989.3413
Theft of Bicycle,2010,3,22,7,0,3X SMITHE ST,Central Business District,491810.03295600007,5457989.3413
Theft of Bicycle,2010,10,23,17,17,44XX MAIN ST,Riley Park,492634.40913199994,5454770.46265
Theft of Bicycle,2010,8,18,20,40,12XX W GEORGIA ST,Central Business District,490844.36193599994,5459431.3444
Theft of Bicycle,2010,8,21,17,0,9XX RICHARDS ST,Central Business District,491227.969379,5458407.29336
Theft of Bicycle,2010,10,2,9,30,3XX CAMBIE ST,Central Business District,492064.400826,5458975.04763
Theft of Bicycle,2010,6,28,21,0,9XX W 8TH AVE,Fairview,490858.185018,5456851.04809
Theft of Bicycle,2010,9,25,1,0,10XX BUTE ST,West End,490417.91155,5458915.2723199995
Theft of Bicycle,2010,9,11,13,0,BURRARD ST / W GEORGIA ST,West End,491193.202164,5459080.02801
Theft of Bicycle,2010,8,21,17,30,22XX W 1ST AVE,Kitsilano,488652.61530500004,5457580.416230001
Theft of Bicycle,2010,8,26,10,0,32XX E 14TH AVE,Renfrew-Collingwood,497408.412697,5456059.15405
Theft of Bicycle,2010,9,9,21,0,10XX MAIN ST,Central Business District,492723.595763,5458096.43291
Theft of Bicycle,2010,8,1,13,0,12XX SEYMOUR ST,Central Business District,490827.88216899993,5458141.09225
Theft of Bicycle,2010,7,7,21,0,12XX SEYMOUR ST,Central Business District,490827.88216899993,5458141.09225
Theft of Bicycle,2010,3,26,14,0,3X W 37TH AVE,Riley Park,492259.545408,5453842.51751
Theft of Bicycle,2010,4,26,5,30,10XX CANADA PL,Central Business District,491519.543937,5459520.89683
Theft of Bicycle,2010,9,30,17,45,44XX MAIN ST,Riley Park,492634.40913199994,5454770.46265
Theft of Bicycle,2010,8,24,12,0,12XX SEYMOUR ST,Central Business District,490827.88216899993,5458141.09225
Theft of Bicycle,2010,8,17,20,15,12XX W GEORGIA ST,Central Business District,490844.36193599994,5459431.3444
Theft of Bicycle,2010,5,22,12,0,8XX E 16TH AVE,Mount Pleasant,493683.378864,5455964.30941
Theft of Bicycle,2010,2,16,23,0,12XX W GEORGIA ST,West End,490786.46320399997,5459476.008640001
Theft of Bicycle,2010,2,19,14,34,9X W 23RD AVE,Riley Park,492192.647941,5455244.061430001
Theft of Bicycle,2010,10,10,1,45,12XX W GEORGIA ST,West End,490786.46320399997,5459476.008640001
Theft of Bicycle,2010,5,26,1,0,13XX JERVIS ST,West End,489988.409041,5458694.4324199995
Theft of Bicycle,2010,7,10,15,0,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
Theft of Bicycle,2010,7,1,16,30,LAUREL ST / W 12TH AVE,Fairview,490872.79952,5456434.56341
Theft of Bicycle,2010,3,1,14,27,25XX E BROADWAY AVE,Hastings-Sunrise,496032.51209,5456589.6063
Theft of Bicycle,2010,8,21,12,30,14XX QUEBEC ST,Mount Pleasant,492586.25315500004,5457734.67662
Theft of Bicycle,2010,8,15,14,30,14XX QUEBEC ST,Mount Pleasant,492586.25315500004,5457734.67662
Theft of Bicycle,2010,7,27,17,25,14XX QUEBEC ST,Mount Pleasant,492586.25315500004,5457734.67662
Theft of Bicycle,2010,7,26,13,6,14XX QUEBEC ST,Mount Pleasant,492586.25315500004,5457734.67662
Theft of Bicycle,2010,11,8,15,0,32XX ONTARIO ST,Riley Park,492356.600408,5455915.63174
Theft of Bicycle,2010,9,12,11,0,10XX MAIN ST,Strathcona,492743.23732700007,5458089.60911
Theft of Bicycle,2010,6,13,13,0,14XX QUEBEC ST,Mount Pleasant,492586.25315500004,5457734.67662
Theft of Bicycle,2010,6,26,17,30,CAMBIE ST / WATER ST,Central Business District,492085.822063,5459067.74242
Theft of Bicycle,2010,4,3,15,30,8XX E 14TH AVE,Mount Pleasant,493664.25919899996,5456133.71115
Theft of Bicycle,2010,10,15,1,44,12XX W GEORGIA ST,West End,490786.46320399997,5459476.008640001
Theft of Bicycle,2010,4,17,17,0,14XX QUEBEC ST,Mount Pleasant,492586.25315500004,5457734.67662
Theft of Bicycle,2010,5,31,18,0,3XX CARRALL ST,Central Business District,492421.177154,5458852.640430001
Theft of Bicycle,2010,9,12,20,0,15XX MAIN ST,Strathcona,492733.121684,5457754.96089
Theft of Bicycle,2010,7,6,18,5,12XX HORNBY ST,Central Business District,490582.108649,5458308.10936
Theft of Bicycle,2010,9,12,22,0,44XX JAMES ST,Riley Park,492442.255671,5454657.03456
Theft of Bicycle,2010,6,25,19,3,20XX CHARLES ST,Grandview-Woodland,495388.63273199997,5457810.07505
Theft of Bicycle,2010,10,18,10,0,22XX W 15TH AVE,Kitsilano,488615.96848999994,5456174.16928
Theft of Bicycle,2010,5,6,18,30,9XX SEYMOUR ST,Central Business District,491198.77504499996,5458513.8644900005
Theft of Bicycle,2010,5,18,15,0,20XX CAMBIE STREET BRDG,Mount Pleasant,491654.15120600007,5457118.270959999
Theft of Bicycle,2010,8,28,18,0,20XX BARCLAY ST,West End,489739.54012200003,5459965.167230001
Theft of Bicycle,2010,4,22,15,30,CAMBIE ST / W 6TH AVE,Fairview,491641.35665100004,5456993.04151
Theft of Bicycle,2010,11,28,15,0,15XX NELSON ST,West End,490217.572026,5459328.080680001
Theft of Bicycle,2010,8,4,18,0,8XX DENMAN ST,West End,490056.682166,5459766.81123
Theft of Bicycle,2010,1,1,0,0,30XX W 4TH AVE,Kitsilano,487379.757325,5457317.30946
Theft of Bicycle,2010,6,1,21,0,25XX WALLACE CRES,West Point Grey,485967.117008,5456886.18817
Theft of Bicycle,2010,9,2,7,30,44XX W 10TH AVE,West Point Grey,484865.095034,5456800.28344
Theft of Bicycle,2010,11,4,15,24,20XX ALMA ST,Kitsilano,486495.420556,5457310.51237
Theft of Bicycle,2010,5,12,8,0,ALEXANDER ST / MAIN ST,Strathcona,492764.442474,5459043.89503
Theft of Bicycle,2010,10,22,8,0,20XX ALMA ST,West Point Grey,486484.45471099997,5457256.72986
Theft of Bicycle,2010,3,16,0,0,13XX THURLOW ST,West End,490353.59880100004,5458521.37573
Theft of Bicycle,2010,5,8,9,6,8XX DENMAN ST,West End,490056.682166,5459766.81123
Theft of Bicycle,2010,5,6,8,30,BURRARD ST / W BROADWAY AVE,Fairview,489395.376863,5456781.15249
Theft of Bicycle,2010,2,25,19,7,3XX ABBOTT ST,Central Business District,492236.093301,5458907.39931
Theft of Bicycle,2010,7,16,1,0,10XX BURRARD ST,West End,490729.82914700004,5458622.34167
Theft of Bicycle,2010,4,13,2,50,22XX W 10TH AVE,Kitsilano,488596.107459,5456691.08469
Theft of Bicycle,2010,10,9,5,30,30XX W 4TH AVE,Kitsilano,487379.757325,5457317.30946
Theft of Bicycle,2010,10,26,23,30,8XX DAVIE ST,Central Business District,490725.78868100006,5458375.149809999
Theft of Bicycle,2010,3,29,9,0,12XX HOMER ST,Central Business District,490935.57043,5457957.13346
Theft of Bicycle,2010,11,21,23,9,1XX WATER ST,Central Business District,492251.036404,5459018.88953
Theft of Bicycle,2010,1,16,20,5,1XX WATER ST,Central Business District,492251.036404,5459018.88953
Theft of Bicycle,2010,7,15,16,0,3XX ALEXANDER ST,Strathcona,492999.178154,5459031.4048
Theft of Bicycle,2010,11,4,19,0,9XX W 8TH AVE,Fairview,490851.64510900003,5456851.21861
Theft of Bicycle,2010,10,6,8,0,44XX SOPHIA ST,Riley Park,492824.21386499994,5454652.07627
Theft of Bicycle,2010,2,15,17,50,10XX W PENDER ST,Central Business District,491351.621568,5459364.48652
Theft of Bicycle,2010,7,19,19,30,GRANVILLE ST / W 70TH AVE,Marpole,489763.97126400005,5450647.541259999
Theft of Bicycle,2010,6,12,14,0,2XX W BROADWAY AVE,Mount Pleasant,492007.263967,5456708.2115400005
Theft of Bicycle,2010,10,11,15,30,31XX W BROADWAY AVE,Kitsilano,487270.609703,5456844.406140001
Theft of Bicycle,2010,10,19,12,6,9XX SEYMOUR ST,Central Business District,491198.77504499996,5458513.8644900005
Theft of Bicycle,2010,9,11,22,0,31XX W BROADWAY AVE,Kitsilano,487222.17598400003,5456845.68597
Theft of Bicycle,2010,6,27,4,52,3X W 8TH AVE,Mount Pleasant,492319.780146,5456780.3372
Theft of Bicycle,2010,1,19,10,0,44XX OAK ST,South Cambie,490713.71466099995,5454766.29356
Theft of Bicycle,2010,1,29,22,0,44XX OAK ST,South Cambie,490713.71466099995,5454766.29356
Theft of Bicycle,2010,6,2,18,30,44XX OAK ST,South Cambie,490713.71466099995,5454766.29356
Theft of Bicycle,2010,5,14,13,0,10XX W WATERFRONT RD,Central Business District,491459.495722,5459557.461080001
Theft of Bicycle,2010,6,14,9,15,44XX OAK ST,South Cambie,490713.71466099995,5454766.29356
Theft of Bicycle,2010,10,18,11,10,10XX W WATERFRONT RD,Central Business District,491459.495722,5459557.461080001
Theft of Bicycle,2010,5,15,0,0,15XX NELSON ST,West End,490205.512657,5459352.9425800005
Theft of Bicycle,2010,7,9,7,0,44XX OAK ST,South Cambie,490713.71466099995,5454766.29356
Theft of Bicycle,2010,8,1,7,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.015587,5458550.531690001
Theft of Bicycle,2010,8,16,0,0,10XX JERVIS ST,West End,490409.62100200006,5459131.10833
Theft of Bicycle,2010,9,8,18,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.015587,5458550.531690001
Theft of Bicycle,2010,5,24,1,0,15XX NELSON ST,West End,490205.512657,5459352.9425800005
Theft of Bicycle,2010,7,13,8,30,44XX OAK ST,South Cambie,490713.71466099995,5454766.29356
Theft of Bicycle,2010,7,13,19,0,44XX OAK ST,South Cambie,490713.71466099995,5454766.29356
Theft of Bicycle,2010,10,28,6,50,44XX OAK ST,South Cambie,490713.71466099995,5454766.29356
Theft of Bicycle,2010,9,16,12,30,20XX BARCLAY ST,West End,489775.158317,5459925.98975
Theft of Bicycle,2010,7,1,21,30,9XX W 10TH AVE,Fairview,490927.081935,5456629.64117
Theft of Bicycle,2010,10,12,17,30,8XX DENMAN ST,West End,490056.682166,5459766.81123
Theft of Bicycle,2010,9,2,13,33,2XX W BROADWAY AVE,Mount Pleasant,492007.263967,5456708.2115400005
Theft of Bicycle,2010,8,21,11,0,8XX DENMAN ST,West End,490056.682166,5459766.81123
Theft of Bicycle,2010,7,11,21,7,26XX W BROADWAY AVE,Kitsilano,488005.037796,5456817.26778
Theft of Bicycle,2010,6,11,17,30,LAUREL ST / W 12TH AVE,Fairview,490872.79952,5456434.56341
Theft of Bicycle,2010,7,1,18,0,10XX CANADA PL,Central Business District,491522.194294,5459542.04945
Theft of Bicycle,2010,5,8,17,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,5,8,15,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,4,11,18,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,6,13,22,30,32XX W 4TH AVE,Kitsilano,487163.400066,5457321.3595199995
Theft of Bicycle,2010,5,24,16,30,15XX JOHNSTON ST,Fairview,490199.51221,5457675.53759
Theft of Bicycle,2010,8,25,9,0,3XX E 18TH AVE,Riley Park,492868.183046,5455785.17913
Theft of Bicycle,2010,4,28,18,0,LAKEWOOD DR / TURNER ST,Grandview-Woodland,495508.87931800005,5458486.79281
Theft of Bicycle,2010,8,30,10,0,ALBERTA ST / W 5TH AVE,Mount Pleasant,491938.40939700004,5457099.12185
Theft of Bicycle,2010,8,16,22,15,3XX E 17TH AVE,Riley Park,492954.355937,5455880.380969999
Theft of Bicycle,2010,8,16,21,30,3XX E 17TH AVE,Riley Park,492954.355937,5455880.380969999
Theft of Bicycle,2010,3,20,17,40,15XX JOHNSTON ST,Fairview,490199.51221,5457675.53759
Theft of Bicycle,2010,10,24,0,0,8XX E GEORGIA ST,Strathcona,493703.786957,5458396.50321
Theft of Bicycle,2010,10,4,11,0,42XX PRINCE EDWARD ST,Riley Park,492956.69821400003,5454867.1517
Theft of Bicycle,2010,6,26,23,0,12XX W HASTINGS ST,Central Business District,491061.52891999995,5459578.19985
Theft of Bicycle,2010,7,27,17,45,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
Theft of Bicycle,2010,8,4,0,24,12XX SEYMOUR ST,Central Business District,490851.330864,5458151.77327
Theft of Bicycle,2010,10,14,1,0,8XX E GEORGIA ST,Strathcona,493679.07492600003,5458406.44076
Theft of Bicycle,2010,10,15,18,41,20XX E 5TH AVE,Grandview-Woodland,495413.177487,5457016.17552
Theft of Bicycle,2010,7,28,6,45,20XX E 52ND AVE,Victoria-Fraserview,495294.29835600004,5452165.78197
Theft of Bicycle,2010,2,28,11,0,ABBOTT ST / W HASTINGS ST,Central Business District,492203.9203,5458810.89111
Theft of Bicycle,2010,6,19,19,0,BURRARD ST / NELSON ST,West End,490833.27873599995,5458723.26833
Theft of Bicycle,2010,8,2,0,0,12XX SEYMOUR ST,Central Business District,490851.330864,5458151.77327
Theft of Bicycle,2010,8,19,8,0,26XX W BROADWAY AVE,Kitsilano,488014.910884,5456817.17347
Theft of Bicycle,2010,8,8,19,43,12XX SEYMOUR ST,Central Business District,490851.330864,5458151.77327
Theft of Bicycle,2010,8,12,16,38,2XX W 8TH AVE,Mount Pleasant,492029.560354,5456788.68855
Theft of Bicycle,2010,6,6,15,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,12,19,18,0,12XX HOWE ST,Central Business District,490733.233102,5458324.46368
Theft of Bicycle,2010,8,1,12,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,11,13,14,20,KINGSWAY AVE / STAMFORD ST,Renfrew-Collingwood,497634.20238999993,5453291.99504
Theft of Bicycle,2010,4,19,17,15,CAMBIE ST / W 41ST AVE,Oakridge,491528.407733,5453418.28826
Theft of Bicycle,2010,7,29,13,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,10,3,15,55,8XX GRANVILLE ST,Central Business District,491251.706851,5458700.92736
Theft of Bicycle,2010,9,5,23,0,20XX GRANT ST,Grandview-Woodland,495387.876959,5457615.75691
Theft of Bicycle,2010,7,18,17,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,10,14,10,0,8XX GRANVILLE ST,Central Business District,491243.105884,5458705.2422
Theft of Bicycle,2010,7,8,20,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,9,25,16,0,8XX GILFORD ST,West End,490020.815951,5459969.339980001
Theft of Bicycle,2010,6,18,13,30,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,8,20,20,0,15XX JOHNSTON ST,Fairview,490187.045425,5457690.04719
Theft of Bicycle,2010,6,17,19,15,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,4,25,20,30,8XX E KING EDWARD AVE,Kensington-Cedar Cottage,493646.82003100007,5455092.1488
Theft of Bicycle,2010,9,5,9,0,20XX FRANKLIN ST,Grandview-Woodland,495407.65437600005,5458824.834430001
Theft of Bicycle,2010,6,16,21,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,6,12,15,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,5,6,15,10,25XX CAMBIE ST,Fairview,491632.901425,5456693.46142
Theft of Bicycle,2010,1,15,23,0,42XX CYPRESS ST,Shaughnessy,489170.119899,5455054.39162
Theft of Bicycle,2010,6,6,19,0,14XX ANDERSON ST,Fairview,490173.237353,5457687.324080001
Theft of Bicycle,2010,7,13,19,0,10XX BURRARD ST,West End,490729.82914700004,5458622.34167
Theft of Bicycle,2010,3,27,15,45,15XX JOHNSTON ST,Fairview,490195.52283800003,5457680.18066
Theft of Bicycle,2010,4,9,19,0,8XX E BROADWAY AVE,Mount Pleasant,493663.41422200005,5456632.9912
Theft of Bicycle,2010,8,1,14,30,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.22751000006,5458864.93877
Theft of Bicycle,2010,7,9,1,0,LARCH ST / W 7TH AVE,Kitsilano,488188.15172299993,5457007.610090001
Theft of Bicycle,2010,9,28,9,0,22XX NAPIER ST,Grandview-Woodland,495714.934083,5458005.989030001
Theft of Bicycle,2010,9,10,15,0,10XX CANADA PL,Central Business District,491522.194294,5459542.04945
Theft of Bicycle,2010,8,4,10,45,10XX CANADA PL,Central Business District,491522.194294,5459542.04945
Theft of Bicycle,2010,2,1,11,0,22XX W 2ND AVE,Kitsilano,488694.54275699996,5457481.0306400005
Theft of Bicycle,2010,10,25,17,30,26XX WATSON ST,Mount Pleasant,492703.99692600005,5456581.51815
Theft of Bicycle,2010,8,12,20,30,9X ALEXANDER ST,Central Business District,492554.522448,5458999.97898
Theft of Bicycle,2010,11,3,8,15,26XX WILLIAM ST,Hastings-Sunrise,496267.88818400004,5457937.35047
Theft of Bicycle,2010,8,14,18,30,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Theft of Bicycle,2010,5,7,18,29,15XX MAIN ST,Mount Pleasant,492697.83316000004,5457658.40921
Theft of Bicycle,2010,1,12,16,0,43XX W 10TH AVE,West Point Grey,485041.81200200005,5456804.901319999
Theft of Bicycle,2010,5,12,18,25,15XX MAIN ST,Mount Pleasant,492697.83316000004,5457658.40921
Theft of Bicycle,2010,5,22,15,30,GRANVILLE ST / W BROADWAY AVE,Fairview,489918.77945,5456767.69513
Theft of Bicycle,2010,1,4,8,15,30XX W 36TH AVE,Dunbar-Southlands,487389.462447,5454086.5649
Theft of Bicycle,2010,3,29,17,30,GRANVILLE ST / W BROADWAY AVE,Fairview,489918.77945,5456767.69513
Theft of Bicycle,2010,9,7,20,0,20XX CORNWALL AVE,Kitsilano,489002.77705699997,5457758.55745
Theft of Bicycle,2010,10,19,17,0,43XX W 13TH AVE,West Point Grey,485079.043312,5456491.11467
Theft of Bicycle,2010,8,2,12,30,10XX CANADA PL,Central Business District,491522.194294,5459542.04945
Theft of Bicycle,2010,8,10,21,0,32XX W 13TH AVE,Kitsilano,487127.99671000004,5456447.49369
Theft of Bicycle,2010,11,22,16,0,8XX E 21ST AVE,Kensington-Cedar Cottage,493746.025903,5455460.85733
Theft of Bicycle,2010,9,25,11,1,25XX E 12TH AVE,Renfrew-Collingwood,496125.374193,5456269.9474599995
Theft of Bicycle,2010,11,1,22,0,22XX W 2ND AVE,Kitsilano,488630.96575699997,5457473.50293
Theft of Bicycle,2010,12,18,17,30,32XX SW MARINE DR,Kerrisdale,487086.70745600003,5452996.41261
Theft of Bicycle,2010,10,9,20,0,12XX W CORDOVA ST,Central Business District,491076.52823500003,5459647.15597
Theft of Bicycle,2010,4,29,17,30,9XX W BROADWAY AVE,Fairview,490796.68508699996,5456750.16019
Theft of Bicycle,2010,2,13,13,30,ROBSON ST / THURLOW ST,West End,490920.423265,5459101.60537
Theft of Bicycle,2010,10,4,23,0,32XX PRINCE EDWARD ST,Riley Park,492982.090965,5455892.94965
Theft of Bicycle,2010,9,10,14,0,22XX PINE ST,Fairview,489569.377299,5457060.95014
